lemma_plural,lemma_singular,classification
norte-europeu,norte-europeu,A+NA:ms
norte-europeus,norte-europeu,A+NA:mp
norte-européia,norte-europeu,A+NA:fs
norte-européias,norte-europeu,A+NA:fp
nouveau riche,nouveau riche,N+AN:ms
nova-iorquina,nova-iorquino,A+NA:fs
nova-iorquinas,nova-iorquino,A+NA:fp
nova-iorquino,nova-iorquino,A+NA:ms
nova-iorquinos,nova-iorquino,A+NA:mp
novo-cruzeirense,novo-cruzeirense,A+NA:ms:fs
novo-cruzeirenses,novo-cruzeirense,A+NA:mp:fp
novo-horizontina,novo-horizontino,A+NA:fs
novo-horizontinas,novo-horizontino,A+NA:fp
novo-horizontino,novo-horizontino,A+NA:ms
novo-horizontinos,novo-horizontino,A+NA:mp
novo-rico,novo-rico,N+AN:ms
novos-ricos,novo-rico,N+AN:mp
noz-moscada,noz-moscada,N+NN:fs
nozes-moscadas,noz-moscada,N+NN:fp
não-agressão,não-agressão,N+ADVN:fs
não-agressões,não-agressão,N+ADVN:fp
não-conformismo,não-conformismo,N+ADVN:ms
não-conformismos,não-conformismo,N+ADVN:mp
não-essenciais,não-essencial,A+ADVA:mp:fp
não-essencial,não-essencial,A+ADVA:ms:fs
não-ficção,não-ficção,N+ADVN:fs
não-ficções,não-ficção,N+ADVN:fp
não-linear,não-linear,A+ADVA:ms:fs
não-lineares,não-linear,A+ADVA:mp:fp
não-verbal,não-verbal,A+ADVA:ms:fs
nó-nas-tripas,nó-nas-tripas,N+NPN:ms
nós-nas-tripas,nó-nas-tripas,N+NPN:mp
ob-rogação,ob-rogação,N+XN:fs
ob-rogações,ob-rogação,N+XN:fp
obra-de-arte,obra-de-arte,N+NDN:fs
obra-mestra,obra-mestra,N+NA:fs
obra-prima,obra-prima,N+NA:fs
obras-de-arte,obra-de-arte,N+NDN:fp
obras-mestras,obra-mestra,N+NA:fp
obras-primas,obra-prima,N+NA:fp
off-line,off-line,A+ADVN:ms:mp:fs:fp
off-set,off-set,N+ADVN:ms
office-boy,office-boy,N+NN:ms
oitava-de-final,oitava-de-final,N+NDN:fs
oitava-rima,oitava-rima,N+DETN:fs
oitavas-de-final,oitava-de-final,N+NDN:fp
oitavas-rimas,oitava-rima,N+DETN:fp
olho-de-boi,olho-de-boi,N+NDN:ms
olho-de-cabra,olho-de-cabra,N+NDN:ms
olho-de-fogo,olho-de-fogo,N+NDN:ms
olho-de-peixe,olho-de-peixe,N+NDN:ms
olho-de-sogra,olho-de-sogra,N+NDN:ms
olho-grande,olho-grande,N+NA:ms:fs
olhos-de-boi,olho-de-boi,N+NDN:mp
olhos-de-cabra,olho-de-cabra,N+NDN:mp
olhos-de-fogo,olho-de-fogo,N+NDN:mp
olhos-de-peixe,olho-de-peixe,N+NDN:mp
olhos-de-sogra,olho-de-sogra,N+NDN:mp
olhos-grandes,olho-grande,N+NA:mp:fp
on-line,on-line,A+PN:ms:mp:fs:fp
onça-pintada,onça-pintada,N+NA:fs
onças-pintadas,onça-pintada,N+NA:fp
ordem-unida,ordem-unida,N+NA:fs
ordens-unidas,ordem-unida,N+NA:fp
osso-do-vintém,osso-do-vintém,N+NDN:ms
ossos-do-vintém,osso-do-vintém,N+NDN:mp
ouriço-do-mar,ouriço-do-mar,N+NDN:ms
ouriço-escudo,ouriço-escudo,N+NN:ms
ouriço-preto,ouriço-preto,N+NA:ms
ouriços-cacheiros,ouriço-cacheiro,N+NA:mp
ouriços-do-mar,ouriço-do-mar,N+NDN:mp
ouriços-escudo,ouriço-escudo,N+NN:mp
ouriços-escudos,ouriço-escudo,N+NN:mp
ouriços-pretos,ouriço-preto,N+NA:mp
ouro-pretana,ouro-pretano,A+NA:fs
ouro-pretanas,ouro-pretano,A+NA:fp
ouro-pretano,ouro-pretano,A+NA:ms
ouro-pretanos,ouro-pretano,A+NA:mp
ouro-pretense,ouro-pretense,A+NA:ms:fs
ouro-pretenses,ouro-pretense,A+NA:mp:fp
padre-mestre,padre-mestre,N+NA:ms
padre-nosso,padre-nosso,N+NPRO:ms
padre-nossos,padre-nosso,N+NPRO:mp
padres-mestres,padre-mestre,N+NA:mp
padres-nossos,padre-nosso,N+NPRO:mp
pai-avô,pai-avô,N+NN:ms
pai-de-santo,pai-de-santo,N+NDN:ms
pai-de-todos,pai-de-todos,N+NDPRO:ms
pai-dos-burros,pai-dos-burros,N+NDN:ms
pai-joão,pai-joão,N+NN:ms
pai-joões,pai-joão,N+NN:mp
pai-nosso,pai-nosso,N+NPRO:ms
pais-avós,pai-avô,N+NN:mp
pais-de-santo,pai-de-santo,N+NDN:mp
pais-de-todos,pai-de-todos,N+NDPRO:mp
pais-dos-burros,pai-dos-burros,N+NDN:mp
pais-joões,pai-joão,N+NN:mp
pais-nossos,pai-nosso,N+NPRO:mp
palavra-chave,palavra-chave,N+NN:fs
palavras-chave,palavra-chave,N+NN:fp
palavras-chaves,palavra-chave,N+NN:fp
pan-africano,pan-africano,A+XA:ms
pan-africanos,pan-africano,A+XA:mp
pan-americana,pan-americano,A+XA:fs
pan-americanas,pan-americano,A+XA:fp
pan-americanismo,pan-americanismo,N+XN:ms
pan-americanismos,pan-americanismo,N+XN:mp
pan-americano,pan-americano,A+XA:ms
pan-americanos,pan-americano,A+XA:mp
pan-helenismo,pan-helenismo,N+XN:ms
pan-helenismos,pan-helenismo,N+XN:mp
papa-defuntos,papa-defuntos,N+VN:mp
papa-formigas,papa-formigas,N+VN:ms:mp
papa-léguas,papa-léguas,N+VN:ms:mp:fs:fp
papa-moscas,papa-moscas,N+VN:fs:fp
papa-novenas,papa-novenas,N+VN:fs:fp
papa-ovo,papa-ovo,N+VN:ms:fs
papa-ovos,papa-ovo,N+VN:mp:fp
papa-pinto,papa-pinto,N+VN:ms:fs
papa-pintos,papa-pinto,N+VN:mp:fp
papai-e-mamãe,papai-e-mamãe,N+NCONJN:ms:mp
papai-noel,papai-noel,N+NN:ms
papais-noéis,papai-noel,N+NN:mp
papel-bíblia,papel-bíblia,N+NN:ms
papel-moeda,papel-moeda,N+NN:ms
papo-firme,papo-firme,A+NA:ms:fs
papo-furado,papo-furado,A+NA:ms:fs
papo-furado,papo-furado,N+NA:ms:fs
papos-firmes,papo-firme,A+NA:mp:fp
papos-furados,papo-furado,A+NA:mp:fp
papos-furados,papo-furado,N+NA:mp:fp
papéis-bíblia,papel-bíblia,N+NN:mp
papéis-bíblias,papel-bíblia,N+NN:mp
papéis-moedas,papel-moeda,N+NN:mp
par-ou-ímpar,par-ou-ímpar,N+NCONJN:ms
pares-ou-ímpares,par-ou-ímpar,N+NCONJN:mp
passa-altos,passa-altos,A+VA:ms:mp:fs:fp
passa-baixos,passa-baixos,A+VA:ms:mp:fs:fp
passa-moleque,passa-moleque,N+VN:ms
passa-moleques,passa-moleque,N+VN:mp
passe-partout,passe-partout,N+NN:ms
pata-choca,pata-choca,N+NA:ms
patas-chocas,pata-choca,N+NA:mp
pau-a-pique,pau-a-pique,N+NPN:ms
pau-brasil,pau-brasil,N+NN:ms
pau-de-arara,pau-de-arara,N+NDN:ms
pau-de-sebo,pau-de-sebo,N+NDN:ms
paus-a-pique,pau-a-pique,N+NPN:mp
paus-brasil,pau-brasil,N+NN:mp
paus-brasis,pau-brasil,N+NN:mp
paus-de-arara,pau-de-arara,N+NDN:mp
paus-de-sebo,pau-de-sebo,N+NDN:mp
pc xt,pc xt,N+XX:ms:mp
pedra-e-cal,pedra-e-cal,N+NCONJN:ms
pedra-sabão,pedra-sabão,N+NN:fs
pedra-ímã,pedra-ímã,N+NN:fs
pedras-sabão,pedra-sabão,N+NN:fp
pedras-sabões,pedra-sabão,N+NN:fp
pedras-ímã,pedra-ímã,N+NN:fp
pedras-ímãs,pedra-ímã,N+NN:fp
pega-ladrão,pega-ladrão,N+VN:ms
pega-ladrões,pega-ladrão,N+VN:mp
pega-pega,pega-pega,N+VV:ms
pega-pegas,pega-pega,N+VV:mp
pega-pra-capar,pega-pra-capar,N+VPV:ms:mp
pega-rapaz,pega-rapaz,N+VN:ms
pega-rapazes,pega-rapaz,N+VN:mp
pegas-pegas,pega-pega,N+VV:mp
pele-vermelha,pele-vermelha,A+NA:ms:fs
peles-vermelhas,pele-vermelha,A+NA:mp:fp
pente-fino,pente-fino,N+NA:ms
pentes-finos,pente-fino,N+NA:mp
pequeno-burguesa,pequeno-burguês,A+AN:fs
pequeno-burguesas,pequeno-burguês,A+AN:fp
pequeno-burgueses,pequeno-burguês,A+AN:mp
pequeno-burguês,pequeno-burguês,A+AN:ms
perde-ganha,perde-ganha,N+VV:ms:mp
perna-de-pau,perna-de-pau,N+NDN:ms:fs
pernas-de-pau,pernas-de-pau,N+NDN:mp:fp
personagem narrador,personagem narrador,N+NN:ms:fs
personagem-tipo,personagem-tipo,N+NN:ms:fs
personagem-título,personagem-título,N+NN:ms:fs
personagens narrador,personagem narrador,N+NN:mp:fp
personagens-tipo,personagem-tipo,N+NN:mp:fp
personagens-título,personagem-título,N+NN:mp:fp
peru-de-festa,peru-de-festa,N+NDN:ms
perus-de-festa,peru-de-festa,N+NDN:mp
pesa-cartas,pesa-cartas,N+VN:ms:mp
peso-mosca,peso-mosca,N+NN:ms
peso-pena,peso-pena,N+NN:ms
pesos-mosca,peso-mosca,N+NN:mp
pesos-moscas,peso-mosca,N+NN:mp
pesos-pena,peso-pena,N+NN:mp
pesos-penas,peso-pena,N+NN:mp
petit-pois,petit-pois,N+AN:ms
pia-máter,pia-máter,N+NN:fs
piano-bar,piano-bar,N+NN:ms
pianos-bares,piano-bar,N+NN:mp
pias-máteres,pia-máter,N+NN:fp
pica-fumo,pica-fumo,N+VN:ms
pica-fumos,pica-fumo,N+VN:mp
pica-pau,pica-pau,N+VN:ms
pica-paus,pica-pau,N+VN:mp
pick-up,pick-up,N+NP:ms
pife-pafe,pife-pafe,N+NN:ms
pife-pafes,pife-pafe,N+NN:mp
pimenta-do-reino,pimenta-do-reino,N+NDN:fs
pimenta-malagueta,pimenta-malagueta,N+NN:fs
pimentas-do-reino,pimenta-do-reino,N+NDN:fp
pimentas-malagueta,pimenta-malagueta,N+NN:fp
pimentas-malaguetas,pimenta-malagueta,N+NN:fp
pin-up,pin-up,N+NP:fs
pince-sans-rire,pince-sans-rire,A+VPV:ms:fs
pinga-fogo,pinga-fogo,N+VN:ms
pinga-fogos,pinga-fogo,N+VN:mp
pingue-pongue,pingue-pongue,N+NN:ms
pingue-pongues,pingue-pongue,N+NN:mp
pisa-mansinho,pisa-mansinho,A+VA:ms:mp
pisa-mansinho,pisa-mansinho,N+VA:ms:mp
pisca-pisca,pisca-pisca,N+VV:ms:fs
pisca-piscas,pisca-pisca,N+VV:mp:fp
piscas-piscas,pisca-pisca,N+VV:mp:fp
play-back,play-back,N+NN:ms
pobre-diabo,pobre-diabo,N+AN:ms
pobres-diabos,pobre-diabo,N+AN:mp
polícia-e-ladrão,polícia-e-ladrão,N+NCONJN:ms:mp
político-sociais,político-social,A+NA:mp:fp
político-social,político-social,A+NA:ms:fs
pombagira,pombagira,N+NN:fs
pomba-lesa,pomba-lesa,N+NA:ms
pombasgira,pombagira,N+NN:fp
pombas-lesas,pomba-lesa,N+NA:mp
pombo-correio,pombo-correio,N+NN:ms
pombos-correios,pombo-correio,N+NN:mp
pomo-de-adão,pomo-de-adão,N+NDN:ms
pomos-de-adão,pomo-de-adão,N+NDN:mp
ponta-de-lança,ponta-de-lança,N+NDN:ms:fs
ponta-direita,ponta-direita,N+NN:ms:fs
ponta-esquerda,ponta-esquerda,N+NN:ms:fs
ponta-seca,ponta-seca,N+NA:fs
pontas-de-lança,ponta-de-lança,N+NDN:mp:fp
pontas-direitas,ponta-direita,N+NN:mp:fp
pontas-esquerdas,ponta-esquerda,N+NN:mp:fp
pontas-secas,ponta-seca,N+NA:fp
ponto-atrás,ponto-atrás,N+NADV:ms
ponto-e-vírgula,ponto-e-vírgula,N+NCONJN:ms
ponto-e-vírgulas,ponto-e-vírgula,N+NCONJN:mp
pontos-atrás,ponto-atrás,N+NADV:mp
pontos-e-vírgulas,ponto-e-vírgula,N+NDN:mp
porco-espinho,porco-espinho,N+NN:ms
porcos-espinhos,porco-espinho,N+NN:mp
pores-do-sol,pôr-do-sol,N+VDN:mp
porra-louca,porra-louca,A+NA:ms:fs
porra-louquice,porra-louquice,N+NN:fs
porra-louquices,porra-louquice,N+NN:fp
porras-loucas,porra-louca,A+NA:mp:fp
porta-aviões,porta-aviões,N+VN:ms:mp
porta-bagagem,porta-bagagem,N+VN:ms
porta-bagagens,porta-bagagem,N+VN:mp
porta-bandeira,porta-bandeira,N+VN:ms
porta-bandeiras,porta-bandeira,N+VN:mp
porta-cartas,porta-cartas,N+VN:ms:mp
porta-chapéus,porta-chapéus,N+VN:ms:mp
porta-chaves,porta-chaves,N+VN:ms:mp
porta-cigarros,porta-cigarros,N+VN:ms:mp
porta-e-janela,porta-e-janela,N+NCONJN:fs
porta-e-janelas,porta-e-janela,N+NCONJN:fp
porta-escovas,porta-escovas,N+VN:ms:mp
porta-estandarte,porta-estandarte,N+VN:ms:fs
porta-estandartes,porta-estandarte,N+VN:mp:fp
porta-jóias,porta-jóias,N+VN:ms:mp
porta-luvas,porta-luvas,N+VN:ms:mp
porta-lápis,porta-lápis,N+VN:ms:mp
porta-malas,porta-malas,N+VN:ms:mp
porta-níqueis,porta-níqueis,N+VN:ms:mp
porta-retratos,porta-retratos,N+VN:ms:mp
porta-seios,porta-seios,N+VN:ms:mp
porta-toalhas,porta-toalhas,N+VN:ms:mp
porta-voz,porta-voz,N+VN:ms:fs
porta-vozes,porta-voz,N+VN:mp:fp
porte-bonheur,porte-bonheur,N+VN:ms:mp
porto-alegrense,porto-alegrense,A+NA:ms:fs
porto-alegrenses,porto-alegrense,A+NA:mp:fp
porto-riquenha,porto-riquenho,A+NA:fs
porto-riquenhas,porto-riquenho,A+NA:fp
porto-riquenho,porto-riquenho,A+NA:ms
porto-riquenhos,porto-riquenho,A+NA:mp
posto-chave,posto-chave,N+NN:ms
postos-chave,posto-chave,N+NN:mp
postos-chaves,posto-chave,N+NN:mp
pot-pourri,pot-pourri,N+NN:ms
pouca-vergonha,pouca-vergonha,N+PRON:fs
poucas-vergonhas,pouca-vergonha,N+PRON:fp
pouco-caso,pouco-caso,N+PRON:ms
poucos-casos,pouco-caso,N+PRON:mp
poético-musicais,poético-musical,A+AA:mp:fp
poético-musical,poético-musical,A+AA:ms:fs
preto-e-branco,preto-e-branco,A+ACONJA:ms:fs
prima-dona,prima-dona,N+AN:fs
prima-donas,prima-dona,N+AN:fp
primeira-dama,primeira-dama,N+AN:fs
primeiras-damas,primeira-dama,N+AN:fp
primeiro-de-abril,primeiro-de-abril,N+DETDN:ms
primeiro-ministro,primeiro-ministro,N+AN:ms
primeiros-de-abril,primeiro-de-abril,N+DETDN:mp
primeiros-ministros,primeiro-ministro,N+AN:mp
programa-objeto,programa-objeto,N+NN:ms
programas-objeto,programa-objeto,N+NN:mp
programas-objetos,programa-objeto,N+NN:mp
pronto-socorro,pronto-socorro,N+AN:ms
prontos-socorros,pronto-socorro,N+AN:mp
proto-história,proto-história,N+NN:fs
proto-histórias,proto-história,N+NN:fp
proto-histórica,proto-histórico,A+NA:fs
proto-históricas,proto-histórico,A+NA:fp
proto-histórico,proto-histórico,A+NA:ms
proto-históricos,proto-histórico,A+NA:mp
pré-adolescente,pré-adolescente,A+XA:ms:fs
pré-adolescentes,pré-adolescente,A+XA:mp:fp
pré-agônica,pré-agônico,A+XA:fs
pré-agônicas,pré-agônico,A+XA:fp
pré-agônico,pré-agônico,A+XA:ms
pré-agônicos,pré-agônico,A+XA:mp
pré-ajustada,pré-ajustado,A+XA:fs
pré-ajustadas,pré-ajustado,A+XA:fp
pré-ajustado,pré-ajustado,A+XA:ms
pré-ajustados,pré-ajustado,A+XA:mp
pré-amplificador,pré-amplificador,N+XN:ms
pré-amplificadores,pré-amplificador,N+XN:mp
pré-anestésica,pré-anestésico,A+XA:fs
pré-anestésicas,pré-anestésico,A+XA:fp
pré-anestésico,pré-anestésico,A+XA:ms
pré-anestésicos,pré-anestésico,A+XA:mp
pré-ariana,pré-ariano,A+XA:fs
pré-arianas,pré-ariano,A+XA:fp
pré-ariano,pré-ariano,A+XA:ms
pré-arianos,pré-ariano,A+XA:mp
pré-aviso,pré-aviso,N+XN:ms
pré-avisos,pré-aviso,N+XN:mp
pré-cabraliana,pré-cabraliano,A+XA:fs
pré-cabralianas,pré-cabraliano,A+XA:fp
pré-cabraliano,pré-cabraliano,A+XA:ms
pré-cabralianos,pré-cabraliano,A+XA:mp
pré-cambriana,pré-cambriano,A+XA:fs
pré-cambrianas,pré-cambriano,A+XA:fp
pré-cambriano,pré-cambriano,A+XA:ms
pré-cambrianos,pré-cambriano,A+XA:mp
pré-carnavalesco,pré-carnavalesco,A+XA:ms
pré-carnavalescos,pré-carnavalesco,A+XA:mp
pré-carolíngia,pré-carolíngio,A+XA:fs
pré-carolíngias,pré-carolíngio,A+XA:fp
pré-carolíngio,pré-carolíngio,A+XA:ms
pré-carolíngios,pré-carolíngio,A+XA:mp
pré-científica,pré-científico,A+XA:fs
pré-científicas,pré-científico,A+XA:fp
pré-científico,pré-científico,A+XA:ms
pré-científicos,pré-científico,A+XA:mp
pré-clássica,pré-clássico,A+XA:fs
pré-clássicas,pré-clássico,A+XA:fp
pré-clássico,pré-clássico,A+XA:ms
pré-clássicos,pré-clássico,A+XA:mp
pré-colombiano,pré-colombiano,A+XA:ms
pré-colombianos,pré-colombiano,A+XA:mp
pré-consciente,pré-consciente,N+XN:ms
pré-conscientes,pré-consciente,N+XN:mp
pré-constitucionais,pré-constitucional,A+XA:mp:fp
pré-constitucional,pré-constitucional,A+XA:ms:fs
pré-contrato,pré-contrato,N+XN:ms
pré-contratos,pré-contrato,N+XN:mp
pré-cozido,pré-cozido,A+XA:ms
pré-cozidos,pré-cozido,A+XA:mp
pré-cristã,pré-cristão,A+XA:fs
pré-cristão,pré-cristão,A+XA:ms
pré-cristãos,pré-cristão,A+XA:mp
pré-cristãs,pré-cristão,A+XA:fp
pré-céltica,pré-céltico,A+XA:fs
pré-célticas,pré-céltico,A+XA:fp
pré-céltico,pré-céltico,A+XA:ms
pré-célticos,pré-céltico,A+XA:mp
pré-datado,pré-datado,A+XA:ms
pré-datados,pré-datado,A+XA:mp
pré-diluviana,pré-diluviano,A+XA:fs
pré-diluvianas,pré-diluviano,A+XA:fp
pré-diluviano,pré-diluviano,A+XA:ms
pré-diluvianos,pré-diluviano,A+XA:mp
pré-dimensionamento,pré-dimensionamento,N+XN:ms
pré-dimensionamentos,pré-dimensionamento,N+XN:mp
pré-dissociação,pré-dissociação,N+XN:fs
pré-dissociações,pré-dissociação,N+XN:fp
pré-dorsais,pré-dorsal,A+XA:mp:fp
pré-dorsal,pré-dorsal,A+XA:ms:fs
pré-dorso,pré-dorso,N+XN:ms
pré-dorsos,pré-dorso,N+XN:mp
pré-eleitorais,pré-eleitoral,A+XA:mp:fp
pré-eleitoral,pré-eleitoral,A+XA:ms:fs
pré-encolhida,pré-encolhido,A+XA:fs
pré-encolhidas,pré-encolhido,A+XA:fp
pré-encolhido,pré-encolhido,A+XA:ms
pré-encolhidos,pré-encolhido,A+XA:mp
pré-escola,pré-escola,N+XN:fs
pré-escolar,pré-escolar,A+XA:ms:fs
pré-escolares,pré-escolar,A+XA:mp:fp
pré-escolaridade,pré-escolaridade,N+XN:fs
pré-escolaridades,pré-escolaridade,N+XN:fp
pré-escolas,pré-escola,N+XN:fp
pré-escolhido,pré-escolhido,A+XA:ms
pré-escolhidos,pré-escolhido,A+XA:mp
pré-estréia,pré-estréia,N+XN:fs
pré-estréias,pré-estréia,N+XN:fp
pré-fabricado,pré-fabricado,A+XA:ms
pré-fabricados,pré-fabricado,A+XA:mp
pré-formado,pré-formado,A+XA:ms
pré-formados,pré-formado,A+XA:mp
pré-história,pré-história,N+XN:fs
pré-histórias,pré-história,N+XN:fp
pré-histórica,pré-histórico,A+XA:fs
pré-históricas,pré-histórico,A+XA:fp
pré-histórico,pré-histórico,A+XA:ms
pré-históricos,pré-histórico,A+XA:mp
pré-industriais,pré-industrial,A+XA:mp:fp
pré-industrial,pré-industrial,A+XA:ms:fs
pré-lançamento,pré-lançamento,N+XN:ms
pré-lançamentos,pré-lançamento,N+XN:mp
pré-leitura,pré-leitura,N+XN:fs
pré-leituras,pré-leitura,N+XN:fp
pré-lombar,pré-lombar,A+XA:ms:fs
pré-lombares,pré-lombar,A+XA:mp:fp
pré-matrícula,pré-matrícula,N+XN:fs
pré-matrículas,pré-matrícula,N+XN:fp
pré-menstruais,pré-menstrual,A+XA:mp:fp
pré-menstrual,pré-menstrual,A+XA:ms:fs
pré-molar,pré-molar,N+XN:ms
pré-molares,pré-molar,N+XN:mp
pré-moldado,pré-moldado,A+XA:ms
pré-natais,pré-natal,A+XA:mp:fp
pré-natal,pré-natal,A+XA:ms:fs
pré-nupciais,pré-nupciais,A+XA:mp:fp
pré-nupcial,pré-nupcial,A+XA:ms:fs
pré-olímpico,pré-olímpico,A+XA:ms
pré-olímpicos,pré-olímpico,A+XA:mp
pré-operatório,pré-operatório,A+XA:ms
pré-operatórios,pré-operatório,A+XA:mp
pré-peritoneais,pré-peritoneal,A+XA:mp:fp
pré-peritoneal,pré-peritoneal,A+XA:ms:fs
pré-primário,pré-primário,A+XA:ms
pré-primários,pré-primário,A+XA:mp
pré-pubiano,pré-pubiano,A+XA:ms
pré-pubianos,pré-pubiano,A+XA:mp
pré-qualificada,pré-qualificado,N+XN:fs
pré-qualificadas,pré-qualificado,N+XN:fp
pré-qualificado,pré-qualificado,N+XN:ms
pré-qualificados,pré-qualificado,N+XN:mp
pré-qualificação,pré-qualificação,N+XN:fs
pré-qualificações,pré-qualificação,N+XN:fp
pré-renascentista,pré-renascentista,A+XA:ms:fs
pré-renascentistas,pré-renascentista,A+XA:mp:fp
pré-republicano,pré-republicano,A+NA:ms
pré-republicanos,pré-republicano,A+NA:mp
pré-requisito,pré-requisito,N+XN:ms
pré-requisitos,pré-requisito,N+XN:mp
pré-revolucionário,pré-revolucionário,A+XA:ms
pré-revolucionários,pré-revolucionário,A+XA:mp
pré-romano,pré-romano,A+XA:ms
pré-romanos,pré-romano,A+XA:mp
pré-romantismo,pré-romantismo,N+XN:ms
pré-romantismos,pré-romantismo,N+XN:mp
pré-romântico,pré-romântico,A+XA:ms
pré-românticos,pré-romântico,A+XA:mp
pré-simbolista,pré-simbolista,A+XA:ms:fs
pré-simbolistas,pré-simbolista,A+XA:mp:fp
pré-socrático,pré-socrático,A+XA:ms
pré-universitário,pré-universitário,A+XA:ms
pré-universitários,pré-universitário,A+XA:mp
pré-vestibular,pré-vestibular,A+XA:ms:fs
pré-vestibulares,pré-vestibular,A+XA:mp:fp
pré-vocacionais,pré-vocacional,A+XA:mp:fp
pré-vocacional,pré-vocacional,A+XA:ms:fs
pré-ênfase,pré-ênfase,N+XN:fs
pré-ênfases,pré-ênfase,N+XN:fp
prêt-à-porter,prêt-à-porter,A+APV:ms:mp:fs:fp
pró-americana,pró-americano,A+XA:fs
pró-americanas,pró-americano,A+XA:fp
pró-americano,pró-americano,A+XA:ms
pró-americanos,pró-americano,A+XA:mp
pró-labore,pró-labore,N+XN:ms
pró-labores,pró-labore,N+XN:mp
pró-sangue,pró-sangue,N+XN:ms
pseudo-acônito,pseudo-acônito,N+NN:ms
pseudo-acônitos,pseudo-acônito,N+NN:mp
pseudo-ametista,pseudo-ametista,N+NN:fs
pseudo-ametistas,pseudo-ametista,N+NN:fp
pseudo-andaluzita,pseudo-andaluzita,N+NN:fs
pseudo-andaluzitas,pseudo-andaluzita,N+NN:fp
pseudo-anônima,pseudo-anônimo,A+NA:fs
pseudo-anônimas,pseudo-anônimo,A+NA:fp
pseudo-anônimo,pseudo-anônimo,A+NA:ms
pseudo-anônimos,pseudo-anônimo,A+NA:mp
pseudo-apóstolo,pseudo-apóstolo,N+NN:ms
pseudo-apóstolos,pseudo-apóstolo,N+NN:mp
pseudo-arcaísmo,pseudo-arcaísmo,N+NN:ms
pseudo-arcaísmos,pseudo-arcaísmo,N+NN:mp
pseudo-epiléptico,pseudo-epiléptico,A+XA:ms
pseudo-epilépticos,pseudo-epiléptico,A+XA:mp
pseudo-epígrafo,pseudo-epígrafo,N+NN:ms
pseudo-epígrafos,pseudo-epígrafo,N+NN:mp
pseudo-escorpião,pseudo-escorpião,N+NN:ms
pseudo-esfera,pseudo-esfera,N+NN:fs
pseudo-esferas,pseudo-esfera,N+NN:fp
pseudo-esférica,pseudo-esférico,A+NA:fs
pseudo-esféricas,pseudo-esférico,A+NA:fp
pseudo-esférico,pseudo-esférico,A+NA:ms
pseudo-esféricos,pseudo-esférico,A+NA:mp
pseudo-etimológica,pseudo-etimológico,A+NA:fs
pseudo-etimológicas,pseudo-etimológico,A+NA:fp
pseudo-etimológico,pseudo-etimológico,A+NA:ms
pseudo-etimológicos,pseudo-etimológico,A+NA:mp
pseudo-eufemismo,pseudo-eufemismo,N+NN:ms
pseudo-eufemismos,pseudo-eufemismo,N+NN:mp
pseudo-hermafroditismo,pseudo-hermafroditismo,N+NN:ms
pseudo-hermafroditismos,pseudo-hermafroditismo,N+NN:mp
pseudo-história,pseudo-história,N+NN:fs
pseudo-histórias,pseudo-história,N+NN:fp
pseudo-histórica,pseudo-histórico,A+NA:fs
pseudo-históricas,pseudo-histórico,A+NA:fp
pseudo-histórico,pseudo-histórico,A+NA:ms
pseudo-históricos,pseudo-histórico,A+NA:mp
pseudo-ácoro,pseudo-ácoro,N+NN:ms
pseudo-ácoros,pseudo-ácoro,N+NN:mp
pseudo-ágata,pseudo-ágata,N+NN:fs
pseudo-ágatas,pseudo-ágata,N+NN:fp
pseudo-álcoois,pseudo-álcool,N+NN:mp
pseudo-álcool,pseudo-álcool,N+NN:ms
pseudo-íris,pseudo-íris,N+NN:ms
pulo-do-gato,pulo-do-gato,N+NDN:ms
pulos-do-gato,pulo-do-gato,N+NDN:mp
puro-sangue,puro-sangue,A+AN:ms:fs
puros-sangues,puro-sangue,A+AN:mp:fp
puxa-puxa,puxa-puxa,A+VV:ms:fs
puxa-puxas,puxa-puxa,A+VV:mp:fp
puxa-saco,puxa-saco,A+VN:ms:fs
puxa-sacos,puxa-saco,A+VN:mp:fp
puxa-saquismo,puxa-saquismo,N+VN:ms
puxa-saquismos,puxa-saquismo,N+VN:mp
puxas-puxas,puxa-puxa,A+VV:mp:fp
pá-virada,pá-virada,A+NA:ms:fs
pára-brisa,pára-brisa,N+VN:ms
pára-brisas,pára-brisa,N+VN:mp
pára-choque,pára-choque,N+VN:ms
pára-choques,pára-choque,N+VN:mp
pára-lama,pára-lama,N+VN:ms
pára-lamas,pára-lama,N+VN:mp
pára-quedas,pára-quedas,N+VN:ms:mp
pára-quedismo,pára-quedismo,N+VN:ms
pára-quedismos,pára-quedismo,N+VN:mp
pára-quedista,pára-quedista,A+VA:ms:fs
pára-quedistas,pára-quedista,A+VA:mp:fp
pára-raios,pára-raios,N+VN:ms:mp
pás-viradas,pá-virada,A+NA:mp:fp
pátria-amada,pátria-amada,N+NA:ms
pátria-amadas,pátria-amada,N+NA:mp
pães-de-ló,pão-de-ló,N+NDN:mp
pães-de-pobre,pão-de-pobre,N+NDN:mp
pães-duro,pão-duro,A+NA:mp:fp
pães-duros,pão-duro,A+NA:mp:fp
pão-de-ló,pão-de-ló,N+NDN:ms
pão-de-pobre,pão-de-pobre,N+NDN:ms
pão-durismo,pão-durismo,N+NN:ms
pão-durismos,pão-durismo,N+NN:mp
pão-duro,pão-duro,A+NA:ms:fs
pé-atrás,pé-atrás,N+NADV:ms
pé-de-altar,pé-de-altar,N+NDN:ms
